Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
Marco Reus,Borussia Dortmund,GER 1,ucllive,89,CAM,285K,82,87,87,89,51,71,4,4,H/M,Right,"2,192"

Matthijs de Ligt,Piemonte Calcio,ITA 1,ucllive,89,CB,,80,62,68,75,87,90,2,3,M/H,Right,"2,049"

Keylor Navas,Paris Saint-Germain,FRA 1,goldif,89,GK,44.8K,90,86,77,90,55,88,1,3,M/M,Right,"1,006"

Sergio Ramos,Paris Saint-Germain,FRA 1,otw,89,CB,89K,72,71,77,75,89,86,3,3,H/M,Right,"2,239"

Luis Suarez,Atlético de Madrid,ESP 1,goldif,89,ST,42K,73,91,84,85,48,85,3,4,H/M,Right,"2,193"

Bastian Schweinsteiger,Icons,ICO,icon,89,CM,206K,68,83,87,83,85,87,3,3,H/H,Right,"2,339"

David Trezeguet,Icons,ICO,icon,89,ST,115K,82,90,68,80,43,76,4,4,M/L,Right,"1,986"

Phillip Lahm,Icons,ICO,icon,89,CDM,810K,82,70,88,85,90,70,3,3,H/H,Right,"2,268"

Ferenc Puskas,Icons,ICO,icon,89,CF,1.1M,90,93,85,90,42,73,4,3,H/L,Left,"2,202"

Juan Roman Riquelme,Icons,ICO,icon,89,CAM,105K,68,83,91,92,32,67,5,4,M/L,Right,"2,057"

Kaka,Icons,ICO,icon,89,CAM,450K,85,82,87,90,43,70,5,4,H/M,Right,"2,081"

Marco van Basten,Icons,ICO,icon,89,ST,152K,83,91,72,86,35,76,3,4,M/M,Right,"2,062"

Eusebio,Icons,ICO,icon,89,CF,2.8M,95,91,82,90,43,78,4,5,H/M,Right,"2,238"

Ian Rush,Icons,ICO,icon,89,ST,129K,83,90,72,85,44,80,3,4,H/M,Right,"2,112"

Fabio Cannavaro,Icons,ICO,icon,89,CB,235K,76,44,62,67,92,82,2,3,L/H,Right,"1,929"

Didier Drogba,Icons,ICO,icon,89,ST,327K,85,90,75,80,46,88,4,4,H/H,Right,"2,141"

Miroslav Klose,Icons,ICO,icon,89,ST,99.5K,83,87,75,81,42,78,3,4,H/M,Right,"2,084"

Michael Ballack,Icons,ICO,icon,89,CM,335K,78,87,88,82,78,88,4,4,M/H,Right,"2,326"

Hugo Sanchez,Icons,ICO,icon,89,ST,294K,90,88,78,89,41,70,3,3,H/M,Left,"2,128"

Edwin van der Sar,Icons,ICO,icon,89,GK,420K,87,86,83,90,47,89,1,3,M/M,Right,911

Bobby Moore,Icons,ICO,icon,89,CB,105K,66,60,81,75,91,83,2,3,M/M,Right,"2,170"

David Beckham,Icons,ICO,icon,89,RM,230K,80,85,92,86,68,80,3,3,H/H,Right,"2,315"

Pavel Nedved,Icons,ICO,icon,89,LM,306K,88,86,88,88,52,80,4,5,H/M,Right,"2,222"

Paul Scholes,Icons,ICO,icon,89,CM,142K,71,86,89,81,64,80,3,3,H/M,Right,"2,240"

Gheorghe Hagi,Icons,ICO,icon,89,CAM,233K,85,87,89,89,40,65,4,4,M/L,Left,"2,150"

Ryan Giggs,Icons,ICO,icon,89,LM,110K,84,80,90,88,47,64,3,2,M/M,Left,"2,129"

Gary Lineker,Icons,ICO,icon,89,ST,225K,89,90,70,84,38,74,3,4,H/L,Right,"2,045"

Laurent Blanc,Icons,ICO,icon,89,CB,510K,79,68,70,79,90,85,2,3,M/H,Right,"2,165"

Ronaldinho,Icons,ICO,icon,89,CAM,979K,80,85,88,90,38,77,5,4,M/L,Right,"2,124"

Socrates,Icons,ICO,icon,89,CAM,344K,82,88,88,88,46,83,4,5,H/M,Right,"2,199"

Michael Laudrup,Icons,ICO,icon,89,LW,78K,82,77,89,90,36,62,4,4,M/M,Right,"2,029"

Johan Cruyff,Icons,ICO,icon,89,CF,2.1M,92,87,85,92,40,70,5,5,H/L,Right,"2,146"

Fernando Hierro,Icons,ICO,icon,89,CB,133K,71,66,75,70,90,84,2,3,M/M,Right,"2,156"

Lev Yashin,Icons,ICO,icon,89,GK,330K,91,86,72,92,64,89,1,3,M/M,Right,"1,198"

Steven Gerrard,Icons,ICO,icon,89,CM,410K,80,86,88,84,75,80,3,3,H/H,Right,"2,304"

Roberto Baggio,Icons,ICO,icon,89,CF,220K,82,83,90,90,41,61,5,4,M/L,Right,"2,088"

Alan Shearer,Icons,ICO,icon,89,ST,130K,84,90,75,78,48,84,2,3,H/M,Right,"2,152"

Sadio Mane,Liverpool,ENG 1,gold,89,LW,33K,91,83,80,89,44,77,4,4,H/M,Right,"2,136"

Ederson,Manchester City,ENG 1,gold,89,GK,28K,87,82,93,88,64,88,1,3,M/M,Left,"1,145"

Casemiro,Real Madrid,ESP 1,gold,89,CDM,28.8K,65,73,76,73,86,90,2,3,H/H,Right,"2,152"

Thibaut Courtois,Real Madrid,ESP 1,gold,89,GK,28K,84,89,74,88,46,86,1,3,M/M,Left,906

Alisson,Liverpool,ENG 1,gold,89,GK,28K,86,86,84,89,52,90,1,3,M/M,Right,958

Joshua Kimmich,Bayern München,GER 1,gold,89,CDM,30K,70,73,86,84,83,79,3,4,H/M,Right,"2,223"

Virgil van Dijk,Liverpool,ENG 1,gold,89,CB,55K,78,60,71,72,91,84,2,3,M/M,Right,"2,046"

Karim Benzema,Real Madrid,ESP 1,gold,89,CF,27K,76,86,81,87,39,77,4,4,M/M,Right,"2,075"

Gianluigi Donnarumma,Paris Saint-Germain,FRA 1,gold,89,GK,30K,91,83,79,90,52,85,1,3,M/M,Right,949

Mohamed Salah,Liverpool,ENG 1,gold,89,RW,88K,90,87,81,90,45,75,4,3,H/M,Left,"2,149"

Heung Min Son,Tottenham Hotspur,ENG 1,gold,89,LM,27.8K,88,87,82,86,43,69,4,5,H/H,Right,"2,089"

Robin van Persie,Icons,ICO,icon,89,ST,332K,83,92,85,88,44,75,4,4,M/L,Left,"2,167"

Casillas,Icons,ICO,icon,89,GK,255K,90,88,84,88,58,91,1,3,M/M,Left,"1,213"

Fernando Morientes,Heros,ESP1(Heros),futhero,89,ST,29.8K,84,90,77,83,45,86,4,4,H/M,Right,"2,155"

Abedi Pele,Heros,FRA1(Heros),futhero,89,CAM,311K,91,83,87,91,48,66,4,4,M/M,Left,"2,185"

Jurgen Kohler,Heros,GER1(Heros),futhero,89,CB,30.3K,71,51,63,62,91,90,2,3,M/H,Right,"1,953"

David Ginola,Heros,FRA1(Heros),futhero,89,LM,900K,90,88,87,91,55,84,5,5,H/M,Left,"2,283"

Nicolo Barella,Inter,ITA 1,headliner,88,CM,239K,84,77,85,90,82,82,3,3,H/H,Right,"2,334"

Gaetan Laborde,Stade Rennais,FRA 1,headliner,88,ST,39K,87,87,86,89,48,90,3,4,H/H,Left,"2,232"

Vinicius Junior,Real Madrid,ESP 1,headliner,88,LW,1.5M,99,84,82,94,37,78,5,4,H/M,Right,"2,166"

Serge Gnabry,Bayern München,GER 1,headliner,88,RM,212K,90,87,83,89,46,73,4,4,H/M,Right,"2,129"

Mateo Kovacic,Chelsea,ENG 1,showdown1,88,CM,,81,73,90,93,75,75,4,4,H/H,Right,"2,252"

Naby Keita,Liverpool,ENG 1,showdown1,88,CM,,83,79,81,91,80,76,4,4,M/M,Right,"2,242"

Marcos Acuna,Sevilla FC,ESP 1,headliner,88,LB,113K,86,77,86,90,85,87,4,3,H/H,Left,"2,354"

Giovanni Simeone,Hellas Verona,ITA 1,headliner,88,ST,28K,88,87,78,89,50,83,3,3,H/H,Right,"2,216"

Yannick Carrasco,Atlético de Madrid,ESP 1,headliner,88,LM,89.5K,92,85,84,89,49,73,4,4,H/H,Right,"2,168"

Mike Maignan,Milan,ITA 1,winterwildcard,88,GK,75K,89,86,89,90,54,89,1,4,M/M,Right,"1,045"

Coutinho,FC Barcelona,ESP 1,winterwildcard,88,CAM,,87,86,86,89,55,68,5,4,H/M,Right,"2,210"

Anthony Martial,Manchester United,ENG 1,winterwildcard,88,ST,634K,92,87,84,93,39,80,4,5,H/L,Right,"2,183"

Eden Hazard,Real Madrid,ESP 1,winterwildcard,88,LW,200K,91,88,85,91,37,67,4,4,H/M,Right,"2,139"

Lucas Moura,Tottenham Hotspur,ENG 1,winterwildcard,88,CAM,548K,96,87,82,92,50,77,4,4,H/M,Right,"2,277"

Goran Pandev,Genoa,ITA 1,winterwildcard,88,ST,,86,90,80,90,47,78,4,4,H/L,Left,"2,205"

Hidetoshi Nakata,Icons,ICO,icon,88,CAM,190K,85,84,86,87,62,65,4,4,M/M,Right,"2,206"

Sergej Milinkovic-Savic,Latium,ITA 1,winterwildcard,88,CM,142K,78,82,87,90,82,89,4,5,H/M,Right,"2,369"

Marcus Rashford,Manchester United,ENG 1,ice,88,LM,322K,92,87,82,87,46,83,5,3,H/M,Right,"2,186"

Marcus Rashford,Manchester United,ENG 1,fire,88,LM,410K,92,87,82,90,46,80,5,3,H/M,Right,"2,189"

Ciro Immobile,Latium,ITA 1,goldif,88,ST,38K,87,88,69,82,40,79,3,4,H/M,Right,"2,056"

Pique,FC Barcelona,ESP 1,showdown,88,CB,,80,64,75,78,89,87,2,3,H/M,Right,"2,143"

Leroy Sane,Bayern München,GER 1,totgsucl,88,LM,133K,93,85,84,89,42,77,4,2,M/L,Left,"2,164"

Christopher Nkunku,RB Leipzig,GER 1,totgsucl,88,RF,150K,88,83,89,92,75,75,4,3,M/M,Right,"2,304"

Sebastien Haller,Ajax,NED 1,totgsucl,88,ST,,85,88,72,84,55,89,3,4,H/M,Right,"2,178"

Frenkie de Jong,FC Barcelona,ESP 1,goldif,88,CM,130K,82,70,87,89,78,80,4,3,H/M,Right,"2,218"

Milan Skriniar,Inter,ITA 1,signature,88,CB,135K,82,42,60,72,89,87,2,4,M/H,Right,"1,866"

Tahith Chong,Birmingham City,ENG 2,rare87,88,LM,,92,85,86,88,60,80,4,4,H/H,Left,"2,247"

Simon Banza,Famalicão,POR 1,rare87,88,ST,,88,88,73,85,40,85,4,4,H/L,Right,"2,089"

David Neres,Ajax,NED 1,rare87,88,RW,,92,83,84,92,48,73,5,3,M/M,Left,"2,134"

Christopher Nkunku,RB Leipzig,GER 1,potmbundes,88,CAM,,86,82,89,91,77,76,4,3,M/M,Right,"2,305"

Lorenzo Insigne,Napoli,ITA 1,adidas,88,LW,,96,80,87,92,38,47,4,4,H/M,Right,"2,041"

Declan Rice,West Ham United,ENG 1,adidas,88,CDM,70K,76,57,91,78,86,84,2,3,M/H,Right,"2,140"

Leon Goretzka,Bayern München,GER 1,goldif,88,CM,125K,82,83,84,85,83,87,3,4,H/M,Right,"2,297"

Parejo,Villarreal CF,ESP 1,rulebreakers,88,CM,,87,85,85,85,73,72,3,4,M/M,Right,"2,233"

Phil Foden,Manchester City,ENG 1,rulebreakers,88,CAM,241K,88,88,85,83,59,61,4,3,H/M,Left,"2,139"

Marquinhos,Paris Saint-Germain,FRA 1,goldif,88,CB,203K,82,54,77,76,90,83,3,3,M/H,Right,"2,069"

Wojciech Szczesny,Piemonte Calcio,ITA 1,goldif,88,GK,38K,87,84,75,89,50,88,1,3,M/M,Right,903

Thomas Muller,Bayern München,GER 1,goldif,88,CAM,38.5K,69,85,84,81,57,73,3,4,H/H,Right,"2,118"

Kalidou Koulibaly,Napoli,ITA 1,serieapotm,88,CB,,83,30,54,67,89,87,2,3,M/H,Right,"1,724"

Michael Owen,Icons,ICO,icon,88,ST,209K,91,86,66,87,31,62,3,4,M/M,Right,"1,964"

Lothar Matthaus,Icons,ICO,icon,88,CB,840K,82,82,87,77,90,80,3,4,H/H,Right,"2,353"

Frank Rijkaard,Icons,ICO,icon,88,CB,249K,78,73,79,78,88,85,3,4,M/M,Right,"2,173"

Rui Costa,Icons,ICO,icon,88,CAM,120K,82,80,87,86,47,76,4,4,M/L,Right,"2,138"

Robert Pires,Icons,ICO,icon,88,LM,109K,88,80,86,86,40,62,4,4,M/M,Right,"2,046"

Ronald Koeman,Icons,ICO,icon,88,CB,235K,77,86,86,79,87,83,3,3,H/M,Right,"2,358"

Nemanja Vidic,Icons,ICO,icon,88,CB,179K,70,46,60,61,91,88,2,3,M/H,Right,"1,896"

Paolo Maldini,Icons,ICO,icon,88,LB,414K,87,54,73,65,90,78,2,4,M/H,Right,"1,974"

Xavi,Icons,ICO,icon,88,CM,239K,81,75,89,88,63,64,4,3,H/H,Right,"2,139"

Rio Ferdinand,Icons,ICO,icon,88,CB,380K,80,48,65,64,89,82,3,3,M/M,Right,"1,920"

Clarence Seedorf,Icons,ICO,icon,88,CM,488K,82,85,87,86,70,85,4,4,H/M,Right,"2,291"

Petr Cech,Icons,ICO,icon,88,GK,319K,87,87,79,88,51,89,1,3,M/M,Left,"1,033"

Luis Figo,Icons,ICO,icon,88,CAM,284K,88,84,87,88,42,77,4,4,M/L,Right,"2,132"

Fernando Torres,Icons,ICO,icon,88,ST,500K,91,87,73,86,43,75,4,4,H/M,Right,"2,096"

Roy Keane,Icons,ICO,icon,88,CM,175K,74,72,84,78,85,88,2,3,M/H,Right,"2,215"

Javier Zanetti,Icons,ICO,icon,88,RB,159K,83,61,85,82,87,80,2,4,H/H,Right,"2,152"

Juan Sebastian Veron,Icons,ICO,icon,88,CM,150K,74,83,88,83,75,82,3,4,M/M,Right,"2,266"

Christian Vieri,Icons,ICO,icon,88,ST,83K,82,88,70,80,41,84,3,4,M/L,Left,"2,028"

Raul,Icons,ICO,icon,88,CF,218K,86,86,78,88,45,72,4,4,H/M,Left,"2,103"

Marc Overmars,Icons,ICO,icon,88,LW,230K,95,81,80,88,44,64,3,5,H/M,Left,"2,052"

Andriy Shevchenko,Icons,ICO,icon,88,ST,114K,84,89,73,85,35,75,3,4,H/M,Right,"2,074"

Marcel Desailly,Icons,ICO,icon,88,CDM,406K,83,54,69,67,88,88,2,3,M/H,Right,"1,997"

Patrick Vieira,Icons,ICO,icon,88,CM,1.8M,85,75,80,84,86,89,3,3,M/H,Right,"2,240"

George Best,Icons,ICO,icon,88,RW,540K,91,88,81,92,59,70,4,4,M/M,Right,"2,227"

Patrick Kluivert,Icons,ICO,icon,88,ST,114K,86,84,79,82,39,81,4,4,H/L,Right,"2,094"

Franco Baresi,Icons,ICO,icon,88,CB,128K,71,47,70,72,89,82,2,3,M/H,Right,"1,976"

Alessandro Nesta,Icons,ICO,icon,88,CB,140K,70,40,63,65,90,85,2,3,M/H,Right,"1,801"

Emmanuel Petit,Icons,ICO,icon,88,CDM,440K,75,77,81,77,86,88,3,3,H/H,Left,"2,243"

Eric Cantona,Icons,ICO,icon,88,CF,980K,87,88,87,90,50,90,5,4,H/M,Right,"2,296"

Roberto Carlos,Icons,ICO,icon,88,LB,757K,90,81,86,79,83,85,3,2,H/H,Left,"2,352"

Andrea Pirlo,Icons,ICO,icon,88,CM,213K,70,79,91,90,66,64,5,4,M/M,Right,"2,157"

Frank Lampard,Icons,ICO,icon,88,CM,108K,66,88,87,83,70,76,3,4,M/M,Right,"2,209"

Jari Litmanen,Icons,ICO,icon,88,CAM,104K,83,89,81,83,33,64,3,4,H/M,Right,"2,019"

Wayne Rooney,Icons,ICO,icon,88,CF,797K,90,90,81,87,50,86,3,4,M/M,Right,"2,235"

Keylor Navas,Paris Saint-Germain,FRA 1,gold,88,GK,18K,89,84,75,89,54,87,1,3,M/M,Right,"1,004"

Sergio Ramos,Paris Saint-Germain,FRA 1,gold,88,CB,21K,70,70,76,74,88,84,3,3,H/M,Right,"2,205"

Bruno Fernandes,Manchester United,ENG 1,gold,88,CAM,20K,75,86,89,84,70,77,4,3,H/H,Right,"2,278"

Luis Suarez,Atlético de Madrid,ESP 1,gold,88,ST,18.5K,72,90,82,84,47,83,3,4,H/M,Right,"2,154"

Raheem Sterling,Manchester City,ENG 1,gold,88,LW,18.8K,91,82,79,87,45,66,4,3,H/M,Right,"2,050"

Erling Haaland,Borussia Dortmund,GER 1,gold,88,ST,19.3K,89,91,65,80,45,88,3,3,H/H,Left,"2,050"

Toni Kroos,Real Madrid,ESP 1,gold,88,CM,18.5K,53,81,91,81,71,68,3,5,M/M,Right,"2,097"

Romelu Lukaku,Chelsea,ENG 1,gold,88,ST,20K,84,87,74,78,39,83,3,4,M/M,Left,"2,010"

Cafu,Icons,ICO,icon,88,RB,410K,89,55,82,85,86,83,4,3,H/M,Right,"2,181"

Mario Gomez,Heros,GER1(Heros),futhero,88,ST,21.8K,83,90,73,82,43,83,3,4,H/M,Right,"2,068"

Antonio Di Natale,Heros,ITA 1(Heros),futhero,88,ST,320K,90,91,85,90,46,70,4,4,H/L,Right,"2,201"

Diego Milito,Heros,ITA 1(Heros),futhero,88,ST,23K,83,89,75,84,43,80,3,4,H/L,Right,"2,104"

Dusan Vlahovic,Fiorentina,ITA 1,serieapotm,87,ST,,86,89,70,85,35,86,3,3,M/M,Left,"2,025"

Iago Aspas,RC Celta de Vigo,ESP 1,goldif,87,ST,25.8K,85,88,84,89,38,68,3,4,H/H,Left,"2,115"

Phil Foden,Manchester City,ENG 1,goldif,87,LW,30K,88,83,83,90,59,61,4,3,H/M,Left,"2,108"

Teji Savanier,Montpellier HSC,FRA 1,headliner,87,CM,104K,80,80,90,88,79,80,4,4,H/M,Right,"2,297"

Felipe Anderson,Latium,ITA 1,headliner,87,LM,,93,85,87,91,66,73,4,4,M/M,Right,"2,237"

Reece James,Chelsea,ENG 1,headliner,87,RWB,139K,90,63,84,85,83,86,3,3,H/M,Right,"2,235"

Luis Diaz,FC Porto,POR 1,headliner,87,LM,77.5K,94,87,82,90,39,79,4,4,H/M,Right,"2,113"

Aymeric Laporte,Manchester City,ENG 1,goldif,87,CB,31.5K,65,51,73,71,87,81,2,3,M/M,Left,"1,967"

Patson Daka,Leicester City,ENG 1,winterwildcard,87,ST,,97,90,70,89,34,81,3,4,M/M,Right,"2,117"

Azpilicueta,Chelsea,ENG 1,winterwildcard,87,RWB,39K,88,60,83,82,81,84,2,3,M/M,Right,"2,205"

Kieran Trippier,Atlético de Madrid,ESP 1,winterwildcard,87,RB,,88,64,87,82,83,73,3,4,M/M,Right,"2,240"

Alan Browne,Preston North End,ENG 2,seasonreward,87,CM,,85,85,79,84,80,90,3,4,H/H,Right,"2,335"

Fabricio,Portimonense,POR 1,seasonreward,87,ST,,87,87,83,85,43,92,4,3,M/M,Right,"2,251"

Pozuelo,Toronto FC,USA 1,seasonreward,87,CAM,,80,84,87,90,56,72,4,5,H/M,Right,"2,178"

Riyad Mahrez,Manchester City,ENG 1,goldif,87,RM,35K,83,81,82,91,39,61,5,4,M/M,Left,"2,014"

Gerard Moreno,Villarreal CF,ESP 1,goldif,87,ST,30.5K,81,87,78,86,47,74,3,4,H/M,Left,"2,098"

Yann Sommer,Borussia Mgladbach,GER 1,goldif,87,GK,33K,83,85,86,88,52,88,1,4,M/M,Right,944

Gaetan Laborde,Stade Rennais,FRA 1,potmligue1,87,ST,,86,86,85,88,47,89,3,4,H/H,Left,"2,204"

Houssem Aouar,Olympique Lyonnais,FRA 1,winterwildcard,87,CM,,86,86,86,90,70,77,4,4,H/M,Right,"2,295"

Leonardo Spinazzola,Roma FC,ITA 1,winterwildcard,87,LWB,169K,96,68,80,84,82,78,5,4,H/H,Right,"2,197"

Nicolo Barella,Inter,ITA 1,goldif,87,CM,62K,81,76,83,89,81,81,3,3,H/H,Right,"2,298"

Jules Kounde,Sevilla FC,ESP 1,ice,87,CB,320K,84,49,69,76,87,85,2,3,H/H,Right,"1,977"

Federico Valverde,Real Madrid,ESP 1,ice,87,CM,394K,89,78,86,83,80,84,3,5,H/H,Right,"2,253"

Lucas Vazquez,Real Madrid,ESP 1,showdown1,87,RW,,90,78,85,85,82,75,4,4,H/M,Right,"2,278"

Christian Pulisic,Chelsea,ENG 1,fire,87,LW,,93,83,78,90,42,64,4,5,M/M,Right,"2,074"

Christian Pulisic,Chelsea,ENG 1,ice,87,LW,,93,75,87,90,42,64,5,4,M/M,Right,"2,081"

Federico Valverde,Real Madrid,ESP 1,fire,87,CM,490K,89,78,82,83,84,84,4,4,H/H,Right,"2,249"

Jules Kounde,Sevilla FC,ESP 1,fire,87,CB,293K,84,49,69,82,87,80,2,3,H/H,Right,"1,987"

Vinicius Junior,Real Madrid,ESP 1,potmlaliga,87,LW,,99,83,80,93,35,76,5,4,H/M,Right,"2,124"

Etienne Capoue,Villarreal CF,ESP 1,totgsucl,87,CM,,76,81,85,84,86,85,3,3,M/M,Right,"2,306"

Kingsley Coman,Bayern München,GER 1,goldif,87,RM,96K,94,78,81,89,31,61,4,3,M/M,Right,"1,994"

Bernardo Silva,Manchester City,ENG 1,goldif,87,CM,59K,82,78,84,92,55,68,4,3,H/H,Left,"2,110"

Lukas Nmecha,VfL Wolfsburg,GER 1,totgsucl,87,ST,,90,87,74,88,47,87,3,4,M/M,Right,"2,137"

Federico Chiesa,Piemonte Calcio,ITA 1,totgsucl,87,RW,162K,94,87,80,92,52,78,4,4,H/M,Right,"2,165"

Andreas Christensen,Chelsea,ENG 1,totgsucl,87,CB,89K,80,37,72,74,88,81,2,3,L/M,Right,"1,880"

Shunsuke Nakamura,Yokohama FC,JPN 1,moments,87,CAM,,86,85,91,87,46,71,4,3,H/L,Left,"2,152"

Marcos Llorente,Atlético de Madrid,ESP 1,signature,87,CDM,430K,89,81,83,84,80,83,3,4,H/M,Right,"2,253"

Edouard Mendy,Chelsea,ENG 1,signature,87,GK,91K,88,88,82,90,38,88,1,2,M/M,Right,766

Axel Witsel,Borussia Dortmund,GER 1,signature,87,CDM,32.3K,72,78,84,82,85,84,4,4,M/M,Right,"2,276"

Wissam Ben Yedder,AS Monaco,FRA 1,signature,87,ST,580K,87,88,82,90,41,74,4,5,H/L,Right,"2,175"

Julian Draxler,Paris Saint-Germain,FRA 1,moments,87,CAM,,85,85,86,88,70,71,4,5,M/M,Right,"2,254"

Morata,Piemonte Calcio,ITA 1,flashback,87,ST,,90,85,77,85,35,82,3,4,M/M,Right,"2,069"

Diogo Jota,Liverpool,ENG 1,adidas,87,LW,455K,96,86,79,90,62,82,4,5,H/H,Right,"2,253"

Joao Cancelo,Manchester City,ENG 1,goldif,87,LB,65.5K,86,72,84,85,82,74,4,4,H/M,Right,"2,206"

Giovanni Simeone,Hellas Verona,ITA 1,serieapotm,87,ST,,87,86,76,87,49,82,3,3,H/H,Right,"2,178"

Riyad Mahrez,Manchester City,ENG 1,flashback,87,RW,,88,82,83,88,39,61,5,4,M/M,Left,"2,028"

Franck Yannick Kessie,Milan,ITA 1,rulebreakers,87,CDM,70K,81,78,86,83,85,83,3,4,H/H,Right,"2,269"

Ilkay Gundogan,Manchester City,ENG 1,rulebreakers,87,CM,35K,70,74,87,88,77,86,4,4,H/M,Right,"2,226"

David Silva,Real Sociedad,ESP 1,rulebreakers,87,CAM,25K,87,80,89,83,53,57,4,2,H/M,Left,"2,101"

N'Golo Kante,Chelsea,ENG 1,flashback,87,CDM,,82,66,73,83,82,77,2,3,H/H,Right,"2,088"

Filip Kostic,Eintracht Frankfurt,GER 1,europalive,87,LM,,91,82,86,87,72,83,3,2,H/H,Left,"2,274"

Matteo Politano,Napoli,ITA 1,europalive,87,RM,,91,85,86,90,47,62,4,4,H/M,Left,"2,141"

Jesus Navas,Sevilla FC,ESP 1,ucllive,87,RB,50K,90,72,85,86,84,66,4,2,H/M,Right,"2,241"

Arnaut Danjuma,Villarreal CF,ESP 1,ucllive,87,LW,44K,93,85,85,89,53,82,4,4,H/M,Right,"2,169"

Nabil Fekir,Real Betis Balompié,ESP 1,europalive,87,CAM,,86,86,87,90,41,84,4,4,H/M,Left,"2,159"

Rodrygo,Real Madrid,ESP 1,ucllive,87,RW,215K,95,85,82,91,40,67,4,4,M/M,Right,"2,155"

Hamari Traore,Stade Rennais,FRA 1,eclive,87,RB,26.3K,93,63,82,85,83,85,3,3,H/M,Right,"2,218"

Arturo Vidal,Inter,ITA 1,ucllive,87,CM,41.5K,78,85,86,85,87,88,3,4,H/H,Right,"2,391"

Alexander Isak,Real Sociedad,ESP 1,europalive,87,ST,29K,89,87,75,84,34,79,4,5,H/L,Right,"2,042"

Jadon Sancho,Manchester United,ENG 1,otw,87,RM,70K,81,76,82,91,36,65,5,3,H/M,Right,"1,955"

Dayot Upamecano,Bayern München,GER 1,otw,87,CB,245K,86,48,70,74,87,86,2,3,H/M,Right,"1,961"

Rivaldo,Icons,ICO,icon,87,CAM,255K,86,87,85,88,42,76,4,2,H/L,Left,"2,150"

Ashley Cole,Icons,ICO,icon,87,LB,197K,85,65,82,81,86,75,3,2,H/M,Left,"2,209"

Juan Roman Riquelme,Icons,ICO,icon,87,CAM,82K,68,82,89,90,29,66,5,4,M/L,Right,"2,001"

David Beckham,Icons,ICO,icon,87,CM,290K,78,84,92,85,71,78,3,3,M/M,Right,"2,310"

Filippo Inzaghi,Icons,ICO,icon,87,ST,80K,81,88,67,82,35,67,3,3,M/L,Right,"2,000"

Ryan Giggs,Icons,ICO,icon,87,LM,150K,91,78,84,87,40,60,3,2,H/M,Left,"2,029"

Gianfranco Zola,Icons,ICO,icon,87,CF,328K,88,87,85,90,41,64,4,4,H/M,Right,"2,101"

Jay-Jay Okocha,Icons,ICO,icon,87,RM,135K,83,79,84,91,41,58,5,4,M/L,Right,"2,056"

Carlos Alberto Torres,Icons,ICO,icon,87,CB,600K,82,62,80,80,88,83,3,4,M/M,Right,"2,149"

Michael Essien,Icons,ICO,icon,87,CDM,320K,77,71,80,80,86,85,3,4,H/H,Right,"2,192"

Javier Zanetti,Icons,ICO,icon,87,LB,189K,88,59,82,80,83,80,2,4,H/H,Right,"2,115"

Hristo Stoichkov,Icons,ICO,icon,87,ST,278K,87,88,85,87,44,81,4,3,M/M,Left,"2,208"

Bobby Moore,Icons,ICO,icon,87,CB,112K,70,60,78,73,90,83,2,3,M/M,Right,"2,146"

Pep Guardiola,Icons,ICO,icon,87,CDM,148K,78,65,82,79,85,78,3,3,M/H,Right,"2,132"

Phillip Lahm,Icons,ICO,icon,87,LB,260K,88,70,82,86,85,70,3,3,H/M,Right,"2,240"

Didier Drogba,Icons,ICO,icon,87,ST,299K,88,87,71,80,43,86,4,4,H/H,Right,"2,098"

Claude Makelele,Icons,ICO,icon,87,CDM,317K,78,47,77,77,86,85,3,3,L/H,Right,"1,990"

Thierry Henry,Icons,ICO,icon,87,LW,424K,93,82,79,87,43,68,4,4,M/M,Right,"2,047"

Ian Wright,Icons,ICO,icon,87,ST,110K,85,89,69,82,40,75,3,4,M/M,Right,"2,040"

Socrates,Icons,ICO,icon,87,CAM,238K,80,86,87,87,47,82,4,5,M/L,Right,"2,169"

Deco,Icons,ICO,icon,87,CAM,90K,80,77,87,87,45,63,4,3,M/M,Right,"2,029"

John Barnes,Icons,ICO,icon,87,LW,122K,88,83,82,87,40,82,4,4,H/M,Left,"2,096"

Alessandro Del Piero,Icons,ICO,icon,87,CF,480K,88,88,84,89,40,70,4,5,H/M,Right,"2,122"

Dennis Bergkamp,Icons,ICO,icon,87,CF,115K,76,85,85,87,39,73,4,4,M/L,Right,"2,098"

Hugo Sanchez,Icons,ICO,icon,87,ST,183K,88,88,78,86,43,70,3,4,M/M,Left,"2,132"

Gennaro Gattuso,Icons,ICO,icon,87,CDM,139K,74,62,68,70,87,90,2,3,M/H,Right,"2,032"

Kenny Dalglish,Icons,ICO,icon,87,ST,564K,87,88,74,88,40,70,4,5,H/M,Right,"2,105"

