Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
Cristian Tello,Real Betis Balompié,ESP 1,summer2,93,LM,,97,91,93,94,60,84,4,4,M/M,Right,"2,359"
Inaki Williams,Athletic Club de Bilbao,ESP 1,summer2,93,ST,,99,94,87,95,52,93,4,3,H/H,Right,"2,334"
Isco,Real Madrid,ESP 1,summer2,93,CAM,,90,92,97,98,63,86,4,4,M/L,Right,"2,404"
Clement Lenglet,FC Barcelona,ESP 1,summer2,93,CB,,89,53,84,85,94,93,2,4,M/H,Left,"2,216"
Kingsley Coman,Bayern München,GER 1,summer2,93,LM,,96,92,90,95,40,79,4,3,M/L,Right,"2,280"
Piotr Zielinski,Napoli,ITA 1,summer2,93,CM,,90,86,93,95,86,76,5,5,M/M,Right,"2,388"
Henrikh Mkhitaryan,Roma,ITA 1,summer2,93,RM,,93,91,93,93,62,81,5,5,H/H,Right,"2,375"
Thomas Meunier,Borussia Dortmund,GER 1,summer2,93,CDM,,91,87,90,88,92,95,3,4,H/H,Right,"2,431"
Divock Origi,Liverpool,ENG 1,summer2,93,ST,,94,90,85,92,44,93,4,4,H/M,Right,"2,213"
Ousmane Dembele,FC Barcelona,ESP 1,summer2,93,CAM,,99,92,91,98,45,71,5,5,H/M,Left,"2,258"
Nick Pope,Burnley,ENG 1,summer2,93,GK,,93,95,91,95,64,94,5,3,M/M,Right,0
Presnel Kimpembe,Paris Saint-Germain,FRA 1,summer2,93,CB,,88,50,81,84,93,94,2,3,M/H,Left,"2,179"
Roberto Firmino,Liverpool,ENG 1,summer2,93,CF,,88,92,90,95,70,86,5,5,H/H,Right,"2,386"
Ahmed Musa,Al Nassr,SAU 1,summer2,93,LM,,98,91,89,95,40,70,4,3,H/M,Right,"2,225"
Ryan Kent,Rangers,SCO 1,summer2,93,LW,,99,93,92,96,30,80,5,5,H/M,Right,"2,148"
Luka Jovic,Real Madrid,ESP 1,summer2,93,ST,,90,93,83,95,35,86,4,5,M/M,Right,"2,203"
Tanguy Ndombele,Tottenham Hotspur,ENG 1,summer2,93,CM,,93,83,93,98,85,91,4,3,M/M,Right,"2,442"
Ferland Mendy,Real Madrid,ESP 1,summer2,93,LB,,97,81,90,93,90,94,5,5,H/M,Left,"2,440"
Luka Modric,Real Madrid,ESP 1,flashback,93,CM,,80,82,93,94,77,74,4,4,H/H,Right,"2,353"
Danny Ings,Southampton,ENG 1,totssomething,93,ST,,94,96,85,93,48,89,4,4,H/M,Right,"2,303"
Josh Maja,Girondins de Bordeaux,FRA 1,totssomething,93,ST,,97,94,88,93,57,91,3,3,M/M,Right,"2,348"
Andre-Pierre Gignac,Tigres U.A.N.L.,MEX 1,tots,93,ST,125K,88,97,85,90,56,96,3,3,M/M,Right,"2,330"
Pozuelo,Toronto FC,USA 1,tots,93,CAM,99K,90,90,94,96,65,76,4,5,H/M,Right,"2,365"
Lucas Moura,Tottenham Hotspur,ENG 1,moments,93,CF,,98,93,85,95,49,81,4,5,H/M,Right,"2,309"
Idrissa Gueye,Paris Saint-Germain,FRA 1,tots,93,CM,,88,80,87,92,93,92,3,3,M/H,Right,"2,409"
Dimitri Payet,Olympique de Marseille,FRA 1,tots,93,LW,,92,91,93,93,46,88,4,4,H/L,Right,"2,292"
Victor Osimhen,LOSC Lille,FRA 1,tots,93,ST,136K,99,95,86,93,57,93,3,4,H/H,Right,"2,324"
Kenny Lala,RC Strasbourg,FRA 1,tots,93,RB,130K,96,77,95,92,93,92,3,3,H/M,Right,"2,496"
Oscar,Shanghai SIPG,CHN 1,tots,93,CM,123K,86,91,94,91,73,66,4,3,H/M,Right,"2,354"
Nicolas Tagliafico,Ajax,NED 1,tots,93,LB,175K,97,76,89,92,93,90,3,2,H/H,Left,"2,426"
Radja Nainggolan,Cagliari,ITA 1,tots,93,CAM,265K,85,89,90,93,93,93,3,4,H/H,Right,"2,492"
Theo Hernandez,Milan,ITA 1,tots,93,LB,299K,99,82,89,93,91,95,3,3,H/M,Left,"2,442"
Lorenzo Insigne,Napoli,ITA 1,tots,93,LW,110K,97,93,92,98,40,75,4,4,H/M,Right,"2,268"
Kostas Manolas,Napoli,ITA 1,tots,93,CB,95K,92,35,67,78,95,92,2,2,L/H,Right,"1,963"
Francesco Acerbi,Lazio,ITA 1,tots,93,CB,81.5K,74,61,77,81,96,93,3,3,M/M,Left,"2,145"
Rafa,SL Benfica,POR 1,tots,93,LM,84K,99,91,86,97,61,66,4,4,H/M,Right,"2,287"
Robin Quaison,1. FSV Mainz 05,GER 1,totssomething,93,CF,,95,93,87,95,61,89,3,3,M/M,Right,"2,327"
Axel Witsel,Borussia Dortmund,GER 1,flashback,93,CDM,,83,84,89,89,93,91,4,4,M/H,Right,"2,428"
Serge Gnabry,Bayern München,GER 1,tots,93,RW,170K,96,92,90,94,52,84,4,4,H/M,Right,"2,298"
Dayot Upamecano,RB Leipzig,GER 1,tots,93,CB,189K,90,57,83,81,93,97,2,3,M/M,Right,"2,146"
Edin Visca,Medipol Başakşehir,TUR 1,tots,93,RM,140K,96,90,91,94,56,74,4,4,H/M,Right,"2,282"
Saul,Atlético de Madrid,ESP 1,tots,93,CM,,84,87,93,94,87,88,3,4,H/H,Left,"2,437"
Gerard Moreno,Villarreal CF,ESP 1,tots,93,RM,105K,92,94,86,93,57,86,3,4,H/M,Left,"2,327"
Parejo,Valencia CF,ESP 1,tots,93,CM,79.5K,76,90,96,90,82,82,3,4,M/M,Right,"2,391"
Richarlison,Everton,ENG 1,tots,93,ST,299K,95,93,89,94,61,91,4,5,H/M,Right,"2,385"
Sergio Busquets,FC Barcelona,ESP 1,tots,93,CDM,71.5K,65,75,94,93,90,85,3,3,M/M,Right,"2,275"
Diego Godin,Inter,ITA 1,tots,93,CB,70K,75,53,76,74,95,91,2,3,M/H,Right,"2,091"
Pique,FC Barcelona,ESP 1,tots,93,CB,139K,76,65,79,81,94,85,2,3,H/M,Right,"2,137"
Joe Gomez,Liverpool,ENG 1,tots,93,CB,885K,91,40,81,84,93,90,3,3,M/M,Right,"2,078"
Thibaut Courtois,Real Madrid,ESP 1,tots,93,GK,89K,92,95,78,92,53,92,1,3,M/M,Left,0
Thiago,Bayern München,GER 1,tots,93,CM,72.5K,80,83,92,97,78,76,5,3,M/M,Right,"2,405"
Virgil van Dijk,Liverpool,ENG 1,birthday,93,CB,949K,81,64,76,75,94,90,2,5,M/M,Right,"2,145"
Sergio Ramos,Real Madrid,ESP 1,moments,93,RB,,89,83,80,83,90,88,3,3,H/M,Right,"2,399"
Robert Lewandowski,Bayern München,GER 1,gold-inform,93,ST,140K,83,94,80,90,45,87,4,4,H/M,Right,"2,241"
Kenny Dalglish,Icons,ICO,iconmoment,93,ST,1.5M,92,95,80,92,42,75,4,5,H/M,Right,"2,236"
Pavel Nedved,Icons,ICO,iconmoment,93,CAM,720K,88,91,93,94,62,84,4,5,H/M,Right,"2,361"
Dennis Bergkamp,Icons,ICO,iconmoment,93,CF,549K,86,96,87,95,39,79,4,4,M/M,Right,"2,258"
Emilio Butragueno,Icons,ICO,iconmoment,93,ST,1.1M,95,94,83,93,42,72,3,5,M/L,Right,"2,229"
Didier Drogba,Icons,ICO,iconmoment,93,ST,847K,93,95,81,87,48,94,4,4,H/H,Right,"2,294"
Michael Ballack,Icons,ICO,iconmoment,93,CM,560K,85,93,91,86,83,89,4,4,M/H,Right,"2,417"
Alessandro Nesta,Icons,ICO,iconmoment,93,CB,447K,74,43,68,70,96,90,2,3,M/H,Right,"1,943"
Hugo Sanchez,Icons,ICO,iconmoment,93,ST,600K,93,95,83,93,46,78,3,4,H/M,Left,"2,288"
Socrates,Icons,ICO,iconmoment,93,CAM,805K,87,95,93,94,47,87,4,5,H/L,Right,"2,331"
Gary Lineker,Icons,ICO,iconmoment,93,ST,300K,90,97,75,88,37,77,3,4,H/L,Right,"2,147"
Bobby Moore,Icons,ICO,iconmoment,93,CB,350K,71,65,88,80,96,87,2,3,M/M,Right,"2,288"
Luis Figo,Icons,ICO,iconmoment,93,RW,996K,94,93,91,94,42,81,4,4,H/L,Right,"2,285"
Marcel Desailly,Icons,ICO,iconmoment,93,CDM,410K,84,62,75,75,92,92,2,3,H/H,Right,"2,132"
Roberto Carlos,Icons,ICO,iconmoment,93,LB,1.6M,94,89,88,83,88,88,3,2,H/H,Left,"2,465"
Steven Gerrard,Icons,ICO,iconmoment,93,CM,695K,83,92,92,90,78,87,3,3,H/M,Right,"2,415"
Ronald Koeman,Icons,ICO,iconmoment,93,CB,878K,80,90,92,83,93,88,3,3,H/M,Right,"2,479"
Andriy Shevchenko,Icons,ICO,iconmoment,93,ST,370K,91,95,75,90,36,80,3,4,H/H,Right,"2,177"
Peter Schmeichel,Icons,ICO,iconmoment,93,GK,420K,95,90,91,96,54,93,2,3,M/M,Right,0
Raul,Icons,ICO,iconmoment,93,CF,425K,91,94,84,92,48,77,4,4,H/M,Left,"2,267"
Hristo Stoichkov,Icons,ICO,iconmoment,93,ST,499K,93,95,90,94,52,88,4,3,M/M,Left,"2,389"
Rivaldo,Icons,ICO,iconmoment,93,CAM,729K,90,95,90,95,46,80,4,2,M/L,Left,"2,297"
Ruud van Nistelrooy,Icons,ICO,iconmoment,93,ST,270K,89,94,75,87,38,85,3,4,H/L,Right,"2,161"
Clarence Seedorf,Icons,ICO,iconmoment,93,CM,533K,85,90,91,89,72,87,4,4,H/M,Right,"2,378"
Miroslav Klose,Icons,ICO,iconmoment,93,ST,275K,90,93,80,85,42,83,3,4,H/M,Right,"2,186"
Kylian Mbappe,Paris Saint-Germain,FRA 1,gold-inform,93,ST,1.2M,99,91,86,94,44,81,5,4,H/L,Right,"2,244"
Harry Kane,Tottenham Hotspur,ENG 1,gold-inform,93,ST,95K,80,95,86,87,51,87,3,4,H/H,Right,"2,260"
Neymar Jr,Paris Saint-Germain,FRA 1,gold-inform,93,CAM,645K,92,87,89,96,33,59,5,5,H/M,Right,"2,132"
Diego Carlos,Sevilla FC,ESP 1,europalive,93,CB,,92,57,81,89,94,94,3,4,M/H,Right,"2,276"
Neymar Jr,Paris Saint-Germain,FRA 1,totynominee,93,LW,480K,92,86,88,96,33,59,5,5,H/M,Right,"2,120"
Kevin De Bruyne,Manchester City,ENG 1,totgsucl,93,CAM,237K,79,90,94,89,63,82,4,5,H/H,Right,"2,283"
Memphis Depay,Olympique Lyonnais,FRA 1,ucllive,93,CF,110K,96,93,93,94,43,90,5,3,H/L,Right,"2,345"
Jordi Alba,FC Barcelona,ESP 1,ucllive,93,LB,340K,97,75,88,90,90,83,3,3,H/M,Left,"2,393"
Paulo Dybala,Piemonte Calcio,ITA 1,ucllive,93,CAM,141K,91,90,91,96,48,71,4,3,M/M,Left,"2,284"
Cristiano Ronaldo,Piemonte Calcio,ITA 1,champsrare,93,ST,188K,90,93,82,89,35,78,5,4,H/L,Right,"2,170"
Cristiano Ronaldo,Piemonte Calcio,ITA 1,gold,93,ST,168K,90,93,82,89,35,78,5,4,H/L,Right,"2,170"
Roberto Baggio,Icons,ICO,icon,93,CAM,300K,86,84,92,92,40,61,5,4,M/L,Right,"2,132"
George Best,Icons,ICO,icon,93,RW,949K,93,91,84,94,58,71,4,4,M/M,Right,"2,278"
Eusebio,Icons,ICO,icon,93,CF,4.8M,94,94,86,93,45,79,4,5,H/M,Right,"2,305"
Thierry Henry,Icons,ICO,icon,93,ST,749K,94,91,83,90,53,80,4,4,M/M,Right,"2,246"
Marco van Basten,Icons,ICO,icon,93,ST,680K,83,94,76,89,39,75,3,4,M/M,Right,"2,139"
Ruud Gullit,Icons,ICO,icon,93,CF,11.3M,86,91,91,89,82,90,4,5,H/M,Right,"2,475"
Lothar Matthaus,Icons,ICO,icon,93,CM,978K,89,89,90,82,90,85,3,4,H/H,Right,"2,453"
Franco Baresi,Icons,ICO,icon,93,CB,290K,70,49,76,72,95,82,2,3,M/H,Right,"2,045"
Carlos Alberto Torres,Icons,ICO,icon,93,RB,650K,90,66,81,86,90,87,3,4,H/M,,"2,238"
Eric Bailly,Manchester United,ENG 1,seasonreward,92,CB,,88,54,74,79,92,93,3,3,M/H,Right,"2,155"
Ander Herrera,Paris Saint-Germain,FRA 1,uclshowdown,92,CM,,86,86,91,90,92,90,4,4,H/H,Right,"2,452"
Jason Denayer,Olympique Lyonnais,FRA 1,uclshowdown,92,CB,,89,55,83,86,93,91,2,3,M/H,Right,"2,161"
Ciro Immobile,Lazio,ITA 1,gold-inform,92,ST,98K,88,94,72,92,45,84,3,4,H/M,Right,"2,177"
Jose Callejon,Napoli,ITA 1,summer3,92,RM,,97,93,90,94,51,72,4,4,H/H,Right,"2,272"
Anthony Martial,Manchester United,ENG 1,seasonreward,92,ST,,98,94,88,96,48,86,4,4,H/L,Right,"2,315"
Kenny Tete,Olympique Lyonnais,FRA 1,seasonreward,92,RB,,95,61,87,91,93,92,3,3,M/H,Right,"2,328"
Karim Benzema,Real Madrid,ESP 1,potmlaliga,92,ST,,84,92,87,94,45,82,4,4,M/L,Right,"2,237"
Jordan Lukaku,Lazio,ITA 1,summer3,92,LM,,96,91,90,94,85,97,4,4,H/M,Left,"2,472"
Jerome Roussillon,VfL Wolfsburg,GER 1,summer2,92,LB,,97,72,87,90,90,89,3,3,H/M,Left,"2,347"
Darwin Machis,Granada CF,ESP 1,summer3,92,ST,,96,91,86,94,55,88,4,4,H/M,Right,"2,305"
Kevin Mbabu,VfL Wolfsburg,GER 1,summer2,92,RB,,99,73,90,88,90,93,3,4,H/M,Right,"2,377"
Sergio Ramos,Real Madrid,ESP 1,gold-inform,92,CB,250K,76,73,79,79,92,89,3,3,H/M,Right,"2,303"
Sadio Mane,Liverpool,ENG 1,gold-inform,92,LW,367K,98,90,85,92,48,80,4,4,H/M,Right,"2,264"
Fabinho,Liverpool,ENG 1,summer3,92,CDM,,86,87,92,90,95,93,3,3,M/H,Right,"2,464"
Malang Sarr,OGC Nice,FRA 1,summer2,92,CB,,87,63,86,86,91,94,2,4,L/H,Left,"2,298"
Bruno Fernandes,Manchester United,ENG 1,summer2,92,CAM,,90,92,94,93,73,82,4,5,H/H,Right,"2,433"
Jean-Paul Boetius,1. FSV Mainz 05,GER 1,summer3,92,CAM,,95,90,90,92,54,80,4,4,M/H,Right,"2,302"
Raphinha,Stade Rennais,FRA 1,totssomething,92,RM,,96,92,86,94,62,81,4,3,H/M,Left,"2,362"
Deniz Undav,SV Meppen,GER 3,tots,92,ST,,94,92,83,90,57,97,3,5,M/L,Right,"2,303"
Evander,FC Midtjylland,DEN 1,tots,92,CM,,88,91,93,92,77,80,5,4,M/M,Right,"2,391"
Junior Moraes,Shakhtar Donetsk,UKR 1,tots,92,ST,138K,93,92,70,88,41,80,3,4,H/M,Right,"2,077"
Cesinha,Daegu FC,KOR 1,tots,92,CAM,169K,95,93,87,93,47,85,4,5,H/M,Right,"2,285"
Odsonne Edouard,Celtic,SCO 1,tots,92,ST,88K,94,94,84,92,59,91,4,4,H/M,Right,"2,334"
Julian Draxler,Paris Saint-Germain,FRA 1,seasonreward,92,CAM,,90,93,91,96,72,84,4,5,M/M,Right,"2,422"
Blaise Matuidi,Piemonte Calcio,ITA 1,seasonreward,92,CDM,,88,78,89,91,93,92,2,2,M/H,Left,"2,439"
Jack Grealish,Aston Villa,ENG 1,totssomething,92,LW,,93,91,92,93,60,78,4,3,M/M,Right,"2,300"
Nani,Orlando City SC,USA 1,tots,92,LW,,90,92,92,98,47,81,5,5,H/M,Right,"2,295"
Jose Pedro Fuenzalida,Universidad Católica,CHL 1,tots,92,RW,,98,90,92,95,76,82,4,4,H/H,Right,"2,471"
Andres Ricaurte,Independiente Medellín,COL 1,tots,92,CAM,148K,88,79,95,91,87,92,3,4,M/M,Left,"2,398"
Ike Opara,Minnesota United FC,USA 1,tots,92,CB,89K,96,50,80,83,91,95,2,2,M/H,Right,"2,232"
Maxi Moralez,New York City FC,USA 1,tots,92,CM,79K,91,90,92,95,75,76,4,4,H/H,Right,"2,406"
Youcef Atal,OGC Nice,FRA 1,tots,92,RW,110K,98,92,89,96,82,89,4,5,H/H,Right,"2,471"
Teji Savanier,Montpellier HSC,FRA 1,tots,92,CM,105K,86,90,94,91,84,83,4,4,M/M,Right,"2,458"
Steve Mandanda,Olympique de Marseille,FRA 1,tots,92,GK,78K,92,92,89,94,61,90,1,3,M/M,Right,0
Eran Zahavi,Guangzhou RF,CHN 1,tots,92,ST,147K,86,95,86,92,50,86,4,4,H/L,Right,"2,300"
Daley Blind,Ajax,NED 1,tots,92,CB,87.5K,74,72,94,89,94,90,3,3,M/M,Left,"2,381"
Joao Pedro,Cagliari,ITA 1,tots,92,CF,,92,92,89,93,55,85,4,4,H/M,Right,"2,328"
Juan Cuadrado,Piemonte Calcio,ITA 1,tots,92,RB,89K,98,84,90,96,86,87,5,3,H/M,Right,"2,487"
Daniele De Rossi,Buenos Aires,ARG 1,sbcprem,92,CDM,,78,80,90,84,92,94,2,4,M/H,Right,"2,430"
Adel Taarabt,SL Benfica,POR 1,tots,92,CM,90.5K,92,88,91,97,74,94,4,4,M/L,Right,"2,421"
Gabriel,SL Benfica,POR 1,tots,92,CM,78K,80,87,90,93,92,95,3,5,M/H,Left,"2,468"
Coutinho,Bayern München,GER 1,tots,92,CAM,,91,90,93,96,59,75,5,4,H/M,Right,"2,337"
Marcel Sabitzer,RB Leipzig,GER 1,tots,92,CM,,86,90,91,89,86,87,3,4,H/H,Right,"2,441"
Matthias Ginter,Borussia M.gladbach,GER 1,tots,92,CB,82K,75,65,86,81,93,90,2,3,M/M,Right,"2,187"
Alphonso Davies,Bayern München,GER 1,tots,92,LB,267K,99,76,86,90,87,88,4,4,H/H,Left,"2,354"
Max Kruse,Fenerbahçe,TUR 1,tots,92,CAM,86.5K,92,93,92,93,53,85,4,4,H/M,Left,"2,311"
Jose Sosa,Trabzonspor,TUR 1,tots,92,CM,140K,84,86,94,93,80,84,4,4,M/M,Right,"2,430"
Reguilon,Sevilla FC,ESP 1,tots,92,LB,,96,65,88,91,90,88,2,3,H/M,Left,"2,338"
Martin Odegaard,Real Sociedad,ESP 1,tots,92,CM,120K,92,91,97,98,55,75,5,3,M/M,Left,"2,325"
Sebastian Giovinco,Al Hilal,SAU 1,tots,92,CF,105K,94,93,92,98,37,68,4,4,H/M,Right,"2,235"
Abderrazak Hamdallah,Al Nassr,SAU 1,tots,92,ST,67K,92,95,86,92,40,89,3,3,M/L,Right,"2,280"
De Gea,Manchester United,ENG 1,moments,92,GK,,94,88,86,95,60,90,1,3,M/M,Right,0
Felipe Anderson,West Ham United,ENG 1,tots,92,LM,187K,96,90,89,95,61,75,4,4,H/M,Right,"2,270"
Wilfried Zaha,Crystal Palace,ENG 1,tots,92,CF,175K,97,88,85,97,35,84,5,3,H/L,Right,"2,143"
Casemiro,Real Madrid,ESP 1,tots,92,CDM,73K,70,80,84,84,92,94,2,3,M/H,Right,"2,339"
Aleksandar Mitrovic,Fulham,ENG 2,tots,92,ST,85K,88,93,85,89,37,95,3,4,M/M,Right,"2,183"
Kalvin Phillips,Leeds United,ENG 2,tots,92,CDM,279K,87,88,93,89,91,96,3,3,M/H,Right,"2,485"
Kalidou Koulibaly,Napoli,ITA 1,card58,92,CB,85K,75,31,60,73,93,91,2,3,M/H,Right,"1,785"
Marc-Andre ter Stegen,FC Barcelona,ESP 1,card58,92,GK,90K,92,88,90,93,45,91,1,4,M/M,Right,0
Paul Pogba,Manchester United,ENG 1,birthday,92,CM,379K,82,88,91,92,74,90,5,5,H/M,Right,"2,390"
Antoine Griezmann,FC Barcelona,ESP 1,birthday,92,CAM,200K,86,91,90,92,59,76,4,5,H/H,Left,"2,344"
Jan Oblak,Atlético de Madrid,ESP 1,uclmotm,92,GK,92K,89,93,79,91,51,91,1,3,M/M,Right,0
Carlos Tevez,Buenos Aires,ARG 1,libertadores2,92,CAM,85K,90,90,84,92,55,94,4,4,H/L,Right,"2,283"
Juan Roman Riquelme,Icons,ICO,iconmoment,92,CAM,295K,75,90,95,94,34,71,5,4,M/L,Right,"2,163"
N'Golo Kante,Chelsea,ENG 1,shapeshifter,92,CB,240K,83,66,80,83,92,89,2,3,M/H,Right,"2,197"
Laurent Blanc,Icons,ICO,iconmoment,92,CB,710K,81,72,71,80,95,89,2,3,M/H,Right,"2,265"
Robert Pires,Icons,ICO,iconmoment,92,LM,265K,93,83,90,91,43,65,4,4,H/M,Right,"2,173"
Paul Scholes,Icons,ICO,iconmoment,92,CM,270K,75,90,93,84,65,84,3,3,H/M,Right,"2,317"
Michael Owen,Icons,ICO,iconmoment,92,ST,300K,92,93,72,90,35,69,3,4,M/M,Right,"2,102"
Ian Rush,Icons,ICO,iconmoment,92,ST,280K,90,94,74,90,46,82,3,5,H/M,Right,"2,194"
Henrik Larsson,Icons,ICO,iconmoment,92,ST,277K,93,92,80,90,49,75,3,4,H/H,Right,"2,270"
Fernando Hierro,Icons,ICO,iconmoment,92,CB,310K,75,70,78,73,95,89,2,3,M/H,Right,"2,259"
Hernan Crespo,Icons,ICO,iconmoment,92,ST,282K,92,94,75,91,39,76,4,4,M/L,Right,"2,154"
Edwin van der Sar,Icons,ICO,iconmoment,92,GK,971K,88,92,83,91,42,97,1,3,M/M,Right,894
Rio Ferdinand,Icons,ICO,iconmoment,92,CB,1.8M,86,52,70,68,94,88,3,3,M/M,Right,"2,025"
Emmanuel Petit,Icons,ICO,iconmoment,92,CDM,649K,79,85,83,81,91,91,3,3,H/H,Left,"2,350"
David Trezeguet,Icons,ICO,iconmoment,92,ST,245K,85,95,74,83,46,82,4,4,M/L,Right,"2,109"
Luis Hernandez,Icons,ICO,iconmoment,92,ST,375K,94,95,75,91,49,75,4,3,H/M,Right,"2,240"
Gianfranco Zola,Icons,ICO,iconmoment,92,CF,430K,90,94,90,94,44,65,4,4,H/M,Right,"2,214"
Patrick Kluivert,Icons,ICO,iconmoment,92,ST,250K,90,93,81,86,42,84,4,4,H/L,Right,"2,219"
Michael Essien,Icons,ICO,iconmoment,92,CDM,1.1M,88,83,83,84,92,92,3,4,H/H,Right,"2,392"
Alan Shearer,Icons,ICO,iconmoment,92,ST,294K,83,98,80,81,53,87,2,3,H/M,Right,"2,266"
Michael Laudrup,Icons,ICO,iconmoment,92,CF,223K,90,83,91,95,39,65,4,4,H/M,Right,"2,155"
Gheorghe Hagi,Icons,ICO,iconmoment,92,LM,270K,87,91,92,92,44,67,5,4,M/L,Left,"2,233"
Patrick Vieira,Icons,ICO,iconmoment,92,CM,4M,87,83,83,86,93,94,3,3,M/H,Right,"2,381"
Frank Lampard,Icons,ICO,iconmoment,92,CM,415K,80,93,90,86,74,85,3,4,H/M,Right,"2,339"
Marc Overmars,Icons,ICO,iconmoment,92,LM,335K,96,85,83,91,48,70,3,5,H/M,Left,"2,150"
Erling Braut Haaland,Borussia Dortmund,GER 1,future1,92,ST,185K,94,95,85,90,51,94,3,3,H/M,Left,"2,301"
Lautaro Martinez,Inter,ITA 1,future1,92,ST,200K,92,92,82,94,54,94,4,4,H/M,Right,"2,288"
Sergio Aguero,Manchester City,ENG 1,potmpl,92,ST,,86,93,83,92,36,78,4,4,H/M,Right,"2,177"
Joao Felix,Atlético de Madrid,ESP 1,future1,92,ST,94K,90,92,87,92,49,81,5,4,H/M,Right,"2,279"
Pierre-Emerick Aubameyang,Arsenal,ENG 1,headliner,92,ST,279K,98,90,82,89,41,74,4,4,M/L,Right,"2,171"
Raheem Sterling,Manchester City,ENG 1,headliner4,92,LW,140K,97,87,86,93,49,65,4,3,H/M,Right,"2,154"
Josip Ilicic,Atalanta,ITA 1,headliner4,92,ST,75K,86,95,94,95,51,78,4,4,M/M,Left,"2,247"
Kylian Mbappe,Paris Saint-Germain,FRA 1,gold-inform,92,ST,879K,99,90,84,93,42,79,5,4,H/L,Right,"2,203"
Virgil van Dijk,Liverpool,ENG 1,gold-inform,92,CB,550K,79,63,74,74,93,88,2,3,M/M,Right,"2,106"
Manuel Neuer,Bayern München,GER 1,flashback,92,GK,,92,91,95,91,63,92,1,4,M/M,Right,0
Luka Modric,Real Madrid,ESP 1,futmas,92,CM,,77,80,92,92,74,69,4,4,H/H,Right,"2,283"
Mohamed Salah,Liverpool,ENG 1,gold-inform,92,ST,259K,95,88,86,91,47,78,4,3,H/M,Left,"2,204"
Eden Hazard,Real Madrid,ESP 1,totynominee,92,LW,105K,92,84,87,95,36,67,4,4,H/M,Right,"2,114"
Kevin De Bruyne,Manchester City,ENG 1,totynominee,92,CAM,180K,77,87,93,88,62,79,4,5,H/H,Right,"2,233"
Jan Oblak,Atlético de Madrid,ESP 1,totynominee,92,GK,105K,88,93,79,90,51,91,1,3,M/M,Right,0
Harry Kane,Tottenham Hotspur,ENG 1,totgsucl,92,ST,64.5K,77,94,84,86,50,86,3,4,H/H,Right,"2,222"
Robert Lewandowski,Bayern München,GER 1,totgsucl,92,ST,150K,81,93,78,89,44,86,4,4,H/M,Right,"2,205"
Eden Hazard,Real Madrid,ESP 1,gold-inform,92,LF,150K,92,85,88,95,36,67,4,4,H/M,Right,"2,126"
Anthony Martial,Manchester United,ENG 1,europalive,92,LW,241K,98,93,88,97,51,85,4,3,M/L,Right,"2,326"
Alejandro Gomez,Atalanta,ITA 1,ucllive,92,CAM,,97,91,92,95,46,65,4,4,H/M,Right,"2,249"
Idrissa Gueye,Paris Saint-Germain,FRA 1,ucllive,92,CDM,,87,74,85,90,94,89,3,3,M/H,Right,"2,357"
Riyad Mahrez,Manchester City,ENG 1,ucllive,92,RW,93K,93,91,92,96,46,73,5,4,M/M,Left,"2,257"
Neymar Jr,Paris Saint-Germain,FRA 1,champsrare,92,LW,120K,91,85,87,95,32,58,5,5,H/M,Right,"2,103"
Kevin De Bruyne,Manchester City,ENG 1,gold-inform,92,CM,180K,77,88,93,88,62,80,4,5,H/H,Right,"2,243"
Eden Hazard,Real Madrid,ESP 1,otw,92,LW,122K,92,85,88,95,36,67,4,4,H/M,Right,"2,126"
Neymar Jr,Paris Saint-Germain,FRA 1,gold,92,LW,85K,91,85,87,95,32,58,5,5,H/M,Right,"2,103"
Rivaldo,Icons,ICO,icon,92,LW,249K,87,91,88,92,44,78,4,2,M/L,Left,"2,243"
Dennis Bergkamp,Icons,ICO,icon,92,CF,245K,84,91,86,90,37,78,4,4,M/M,Right,"2,177"
Emilio Butragueno,Icons,ICO,icon,92,ST,495K,94,90,80,92,41,68,3,5,M/L,Right,"2,156"
Alessandro Del Piero,Icons,ICO,icon,92,CF,185K,83,92,89,92,43,67,4,5,M/M,Right,"2,172"
Raul,Icons,ICO,icon,92,CF,300K,88,92,82,90,47,75,4,4,H/M,Left,"2,205"
Gary Lineker,Icons,ICO,icon,92,ST,135K,88,91,73,86,36,76,3,4,H/L,Right,"2,075"
Luis Figo,Icons,ICO,icon,92,RW,300K,92,88,89,92,41,80,4,4,H/L,Right,"2,200"
Hristo Stoichkov,Icons,ICO,icon,92,ST,220K,92,93,86,92,50,86,4,3,M/M,Left,"2,318"
Ruud van Nistelrooy,Icons,ICO,icon,92,ST,185K,86,91,74,85,37,82,3,3,H/L,Right,"2,094"
Ryan Giggs,Icons,ICO,icon,92,LM,210K,90,80,90,91,44,67,3,2,H/M,Left,"2,132"
Paolo Maldini,Icons,ICO,icon,92,CB,599K,82,56,74,68,95,81,2,4,M/H,Right,"2,018"
Fabio Cannavaro,Icons,ICO,icon,92,CB,350K,80,43,63,68,95,85,2,3,L/H,Right,"1,983"
Bobby Moore,Icons,ICO,icon,92,CB,199K,68,64,83,78,93,85,2,3,M/M,Right,"2,224"
Alessandro Nesta,Icons,ICO,icon,92,CB,270K,72,42,65,67,94,86,2,3,M/H,Right,"1,861"
